track_uri,album_name,album_uri,artist_name,artist_uri,duration_ms,pid,track_name
spotify:track:4Pn0JlCUusD2QHjADuOzuV,Damn Country Music,spotify:album:4js8lX2b3DBIfixMCPABC4,Tim McGraw,spotify:artist:6roFdX1y5BYSbp60OTJWMd,259266,456,Humble And Kind
spotify:track:5CdOqNxkQ7054Rp86f5OWi,Deep South,spotify:album:4VRIpRxvAMvewEHzy2GCtc,Josh Turner,spotify:artist:7vCtweS8UVAXTyau2j0rDT,260853,456,Lay Low
spotify:track:4ly1QBXEwYoDmje9rmEgC4,California Sunrise,spotify:album:1DTBcVfk3zXPHRmgpY6rFZ,Jon Pardi,spotify:artist:4MoAOfV4ROWofLG3a3hhBN,202346,456,Head Over Boots
spotify:track:4CcrLWFQY4dRGMbUR59cSp,We Are Tonight,spotify:album:1UrEMAvTDJdsJsZdsBux4h,Billy Currington,spotify:artist:1By9QBFnjZAoI83BZppHlt,200533,456,Hey Girl
spotify:track:1uhaXll708Tq7NDwu7fJBd,"Old Boots, New Dirt",spotify:album:2RIu1R2av2tWEu2MloUE6u,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,223626,456,Gonna Know We Were Here
spotify:track:0OlS52TmtK2gPaEtdmr7DN,Happy Endings,spotify:album:66Y5XaoFSoa0A4P0u56s8V,Old Dominion,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,176893,456,No Such Thing as a Broken Heart
spotify:track:3OZVqx1YsqDDkxQ6TnmHtn,Cole Swindell,spotify:album:2mlPEYhK1KwDD45CCCWxaH,Cole Swindell,spotify:artist:1mfDfLsMxYcOOZkzBxvSVW,191906,456,Ain't Worth The Whiskey
spotify:track:7px4t7HGiuMUvFkEOpZEwp,Meat and Candy,spotify:album:1G4WDlYjm0VqgyEymNJRcf,Old Dominion,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,191826,456,Song for Another Time
spotify:track:0RE8WWlaCQM6M4XHUK3u7b,Kill The Lights,spotify:album:0WtCqmpVN7rRGfDMSWSXBA,Luke Bryan,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,190773,456,Home Alone Tonight
spotify:track:5522Ut7YYZSv2TjLMLIpEU,The First Time,spotify:album:2H6xesu7JV1YEO1FvwxKZG,Kelsea Ballerini,spotify:artist:3RqBeV12Tt7A8xH3zBDDUF,200040,456,Peter Pan
spotify:track:6leiB1fEsTnVCuPiielde5,A Place In The Sun,spotify:album:2EkJjknrgd5DeIH2x9HLjD,Tim McGraw,spotify:artist:6roFdX1y5BYSbp60OTJWMd,183733,456,Something Like That
spotify:track:0WyFpxYlBCgH1gMXd26OOr,You Should Be Here,spotify:album:7EZEhfO3ULNRHwX2jaiGei,Cole Swindell,spotify:artist:1mfDfLsMxYcOOZkzBxvSVW,177066,456,Flatliner (feat. Dierks Bentley)
spotify:track:6IFPfV8PNSYOmufzQ95hmm,Anything Goes,spotify:album:5NG7WZaCZZ12M5LJm0JcVc,Florida Georgia Line,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,190640,456,Confession
spotify:track:2MNapHbu7QASoukvVVIxyr,Where It's At,spotify:album:4ZSQEnZOGWEW3XQOAzt477,Dustin Lynch,spotify:artist:1dID9zgn0OV0Y8ud7Mh2tS,185413,456,Mind Reader
spotify:track:4Fpq4QkR06QRDkujBUk0JY,Love Is Everything,spotify:album:2tJoaDnwr0xWHD4OriSNtB,George Strait,spotify:artist:5vngPClqofybhPERIqQMYd,272266,456,I Got A Car
spotify:track:4CgEARPGRltAQaJr1tRsoE,Ignite the Night,spotify:album:4LTFy1RLwpzADCbAOTQqVz,Chase Rice,spotify:artist:6pBNfggcZZDCmb0p92OnGn,214949,456,Gonna Wanna Tonight
spotify:track:1N7qGCKRRnvjoy8MGyHgpS,If I'm Honest,spotify:album:4JmphteFDt5gNZbgraR9Dc,Blake Shelton,spotify:artist:1UTPBmNbXNTittyMJrNkvw,220413,456,Came Here to Forget
spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,This One's for You,spotify:album:1lhNch5NkOONvFhRPh8qaj,Luke Combs,spotify:artist:718COspgdWOnwOFpJHRZHS,222533,456,Hurricane
spotify:track:6W9W8dSswA8KNegvl3W97V,I'm Comin' Over,spotify:album:7IOSachS7KZNuqRZrPcdD0,Chris Young,spotify:artist:4BYxqVkZyFjtik7crYLg5Q,218946,456,Think of You
spotify:track:1jNNHFZmRGXZFHlil5uhei,Illinois,spotify:album:5Og3UBs6tCL47yee1ukYgw,Brett Eldredge,spotify:artist:0qSX3s5pJnAlSsgsCne8Cz,173960,456,Drunk On Your Love
spotify:track:7fAyx71fuhduT3EUdK15NO,Pawn Shop,spotify:album:4JAD4tYiCWK4w7JBlgPPzB,Brothers Osborne,spotify:artist:39NR3AUhpbbqKM33vWn2fp,214386,456,21 Summer
spotify:track:38gZVjeaeR3gcnCzziAxBm,You Should Be Here,spotify:album:7EZEhfO3ULNRHwX2jaiGei,Cole Swindell,spotify:artist:1mfDfLsMxYcOOZkzBxvSVW,226306,456,Middle of a Memory
spotify:track:3JffB4CABj9lA0NC63kbCp,If I'm Honest,spotify:album:4JmphteFDt5gNZbgraR9Dc,Blake Shelton,spotify:artist:1UTPBmNbXNTittyMJrNkvw,190986,456,She's Got a Way With Words
spotify:track:3y1t2sEahs8idFz2tiYNPO,Cole Swindell,spotify:album:2mlPEYhK1KwDD45CCCWxaH,Cole Swindell,spotify:artist:1mfDfLsMxYcOOZkzBxvSVW,187586,456,Let Me See Ya Girl
spotify:track:4W38RXuQNuoTSwVsQA1OGC,Where It All Began,spotify:album:2Zkvy7eARxR3qjKNWMiwMa,Dan + Shay,spotify:artist:7z5WFjZAIYejWy0NI5lv4T,186253,456,Nothin' Like You
spotify:track:4n0xztUAbHPUV8G3NQvF30,Obsessed,spotify:album:4rQa0t2qWm1MNPy7DNEUHB,Dan + Shay,spotify:artist:7z5WFjZAIYejWy0NI5lv4T,192000,456,How Not To
spotify:track:5CG9Ps5ynNjpKJHmwc95pa,Black,spotify:album:2GIrLP0PWskhZAJaHQtDux,Dierks Bentley,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS,197120,456,Somewhere On A Beach
spotify:track:5BbYPT6ehZf0hSv2su6JAl,Montevallo,spotify:album:1M0vpI6KG4y0RwRuQ8SQxT,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,225693,456,Make You Miss Me
spotify:track:5zGqTc1WQUe8XqqdnrpKTV,It's America,spotify:album:1bWrDfZLiqzpac2iNiFAJH,Rodney Atkins,spotify:artist:2qgvmDsc4jrqbAbjq1HGM2,207040,456,Farmer's Daughter
spotify:track:7AclP0W2jy6yrbvBiC4prQ,Cosmic Hallelujah,spotify:album:0bBHLytjtuHYxKxuAE5G5G,Kenny Chesney,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,217466,456,Setting the World On Fire
spotify:track:5sjIhQzNljMVrDklI91ezp,If I'm Honest,spotify:album:4JmphteFDt5gNZbgraR9Dc,Blake Shelton,spotify:artist:1UTPBmNbXNTittyMJrNkvw,189466,456,A Guy With a Girl
spotify:track:1KhrAWvLIjRlQIJtSTgvsi,Your Man,spotify:album:5NATaOfEAcyQFATqWZRKLO,Josh Turner,spotify:artist:7vCtweS8UVAXTyau2j0rDT,228186,456,Would You Go With Me
spotify:track:5FVuERsYqtKKAaWe62NBnv,Bring You Back,spotify:album:7weU5IWFfeueNG5V68CTTT,Brett Eldredge,spotify:artist:0qSX3s5pJnAlSsgsCne8Cz,228906,456,Mean To Me
spotify:track:12AOwWanBDN4TQbJRbErqM,Ripcord,spotify:album:1r7ABqzNXQnUPAH3ZjrHMn,Keith Urban,spotify:artist:0u2FHSq3ln94y5Q57xazwf,233826,456,Wasted Time
spotify:track:751wKDM4y5zurzhSxcUxqP,Chase Bryant,spotify:album:2ShpDxX7cuIiOhzoFwJOzv,Chase Bryant,spotify:artist:7io3MyhMxDZoBYXp4rlRFA,186240,456,Little Bit of You
spotify:track:1XazlqB4YAtvouCmJPWXlM,Illinois,spotify:album:5Og3UBs6tCL47yee1ukYgw,Brett Eldredge,spotify:artist:0qSX3s5pJnAlSsgsCne8Cz,236226,456,Wanna Be That Song
spotify:track:498ZVInMGDkmmNVpSWqHiZ,Dig Your Roots,spotify:album:09KOjaflTBRE28GVvXqkYC,Florida Georgia Line,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,226173,456,May We All
spotify:track:33LSgUa20mKNgeut1XwP2E,Off The Beaten Path,spotify:album:7uCnHbfLZEdH1733LZ2i2F,Justin Moore,spotify:artist:30e8DmahrEamvLbFRPdWmk,203120,456,Lettin' The Night Roll
spotify:track:7GQjJEwqlp6m5HNWVQd6OR,Doin' Somethin' Right,spotify:album:01XmoBPJ8VwC6IyOEvGhy5,Billy Currington,spotify:artist:1By9QBFnjZAoI83BZppHlt,215853,456,Good Directions
spotify:track:0zO8ctW0UiuOefR87OeJOZ,Oxymoron,spotify:album:7Et3bSTLLqdABO1qCxUplS,ScHoolboy Q,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,299960,559,Collard Greens
spotify:track:3ZAMtgYJFoHwJjFkhkXqKr,Finally Famous,spotify:album:2fRLnox9PQ9nos2YYdcYwE,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,220293,559,Dance (A$$) Remix
spotify:track:7JYsArznYOjX2jsrT3UEnL,Herstory,spotify:album:23Fvpx2T1drg9lJ4WC0fXl,Young M.A,spotify:artist:7LvoDJUNGnOrPdGRzVtOJ9,234649,559,OOOUUU
spotify:track:59J5nzL1KniFHnU120dQzt,Playboi Carti,spotify:album:4rJgzzfFHAVFhCSt2P4I3j,Playboi Carti,spotify:artist:699OTQXzgjhIYAHMy9RyPD,235535,559,wokeuplikethis*
spotify:track:433P7tDcIAi6NLnf4Sh6tI,Views,spotify:album:40GMAhriYJRO1rsY4YdrZb,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,189853,559,Still Here
spotify:track:3ESSGgWzRf1xvP7G5hHMhB,Fetty Wap,spotify:album:2gKQvajkEEaDtkqJ8FJ4uw,Fetty Wap,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,312240,559,Again
spotify:track:5uqphUYsR45kPYplrYSAQh,SremmLife,spotify:album:6eDx949ONWDCN0O22wFZf7,Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,260453,559,Throw Sum Mo
spotify:track:6bxUnsSGZCmoHHU5auwtps,Hall Of Fame,spotify:album:5RlT8X7XGGLKUhoimrDl54,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,235186,559,Beware
spotify:track:1lItf5ZXJc1by9SbPeljFd,Juju On That Beat (TZ Anthem),spotify:album:5sQTfUX9uSwfCtPiYGO20V,Zay Hilfigerrr,spotify:artist:7nKeLE1toRtW4M279iS26h,144244,559,Juju On That Beat (TZ Anthem)
spotify:track:4Jk6fZmX3gGYYbHnjq5uyN,Blood For Mercy,spotify:album:2F58weuq1zM6WbrvEibtwD,Yellow Claw,spotify:artist:47z7ZrgFoBvVpCnElCE3Zh,168641,559,In My Room (feat. Ty Dolla $ign & Tyga)
spotify:track:0KKkJNfGyhkQ5aFogxQAPU,24K Magic,spotify:album:4PgleR09JVnm3zY1fW3XBA,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,206693,559,That's What I Like
spotify:track:2N3U8uTYhjX2KwGT0pf5x0,AT.LONG.LAST.A$AP,spotify:album:3arNdjotCvtiiLFfjKngMc,A$AP Rocky,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,260986,559,Everyday
spotify:track:2iDjCLUOGhJtz5cPHljGVd,Blacc Hollywood,spotify:album:2pl9PVgr8QFKRGY0HY69GI,Wiz Khalifa,spotify:artist:137W8MRPWKqSmrBGDBFSop,166706,559,Ass Drop
spotify:track:6fujklziTHa8uoM5OQSfIo,SremmLife 2,spotify:album:5v6iBhIlflzR9rEd1LAMbd,Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,291893,559,Black Beatles
spotify:track:7BKUWh5sdtdS17crohRe4L,Everybody,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk,Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,331266,559,Black SpiderMan
spotify:track:2LvRR121MWFmmEGkuV2vQP,Underground Luxury,spotify:album:177byugYOk12NcfRtWvghY,B.o.B,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,220240,559,HeadBand (feat. 2 Chainz)
spotify:track:55OdqrG8WLmsYyY1jijD9b,JEFFERY,spotify:album:7EpUpNUkkEGnaCvkcn1j4H,Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,236293,559,Wyclef Jean
spotify:track:5NuhZIx47GxB5DAXg8jWHN,Addicted To My Ex,spotify:album:5h9SDZSCoJh5bVFcqua9cz,M City JR,spotify:artist:0wSIyRIXxXiOBCIV0TyXZH,223074,559,Addicted To My Ex
spotify:track:4pdPtRcBmOSQDlJ3Fk945m,Encore,spotify:album:55bbXORm6ZrVq52zfZnxBf,DJ Snake,spotify:artist:540vIaP2JwjQb9dm3aArA4,205946,559,Let Me Love You
spotify:track:6WAxKNbZoGNzQTIvdMqkFs,ANTI,spotify:album:19O3rXe4nDu9YDcc2tOQVn,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,206400,559,Sex With Me
spotify:track:5cS9jJbwirKrdDIbbAExUz,Paperwork,spotify:album:5S39sWIHkhd8jxdUelQxXF,T.I.,spotify:artist:4OBJLual30L7gRl5UkeRcT,269640,559,About the Money
spotify:track:1WtTLtofvcjQM3sXSMkDdX,Battle Of The Sexes,spotify:album:00kSgH9g6nYBQhjnRQFBew,Ludacris,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi,201586,559,How Low
spotify:track:0v9Wz8o0BT8DU38R4ddjeH,Coloring Book,spotify:album:71QyofYesSsRMwFOTafnhB,Chance The Rapper,spotify:artist:1anyVhU62p31KFi8MEzkbf,304606,559,No Problem (feat. Lil Wayne & 2 Chainz)
spotify:track:3cCxoOgfi6hgt8MNteuiiD,The Life Of Pablo,spotify:album:7gsWAHLeT0w7es6FofOXk1,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,193747,559,Fade
spotify:track:7t2bFihaDvhIrd2gn2CWJO,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard)",spotify:album:3SHx7bBQFI4J8QRr6D5cOK,Ty Dolla $ign,spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,242983,559,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix"
spotify:track:5hx4FpDZOnDVYlyoG3rMks,Teenage Emotions,spotify:album:6upTR3RFKR7K20OnHRXDkL,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,246325,559,Peek A Boo
spotify:track:252gJUec2oDsGBPcxZs4nX,Life Of A Hot Boy 2 : Real Trapper,spotify:album:1Pg35HAGyWOsZNYLHx0t90,Bankroll Fresh,spotify:artist:7FBDXY8U17aasVTH3rgxbS,198095,559,Walked In
spotify:track:11KJSRSgaDxqydKYiD2Jew,Views,spotify:album:3hARKC8cinq3mZLLAEaBh9,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,263373,559,Too Good
spotify:track:0H8XeaJunhvpBdBFIYi6Sh,Stoney,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,234213,559,Deja Vu
spotify:track:7aXuop4Qambx5Oi3ynsKQr,I Don't Mind,spotify:album:5BAqg5IJQ7XFKfdoCiOlJw,Usher,spotify:artist:23zg3TcAtWQy7J6upgbUnj,251989,559,I Don't Mind
spotify:track:2NyrXRn4tancYPW6JwtTl2,From The D To The A (feat. Lil Yachty),spotify:album:3YuHePPmc5VN4usLuIBT91,Tee Grizzley,spotify:artist:6AUl0ykLLpvTktob97x9hO,158684,559,From The D To The A (feat. Lil Yachty)
spotify:track:6lbhWl34Il0WXm5pX1fM9E,T-Pain Presents Happy Hour: The Greatest Hits,spotify:album:184XWylq7ZF0Hn7da4Tr6W,T-Pain,spotify:artist:3aQeKQSyrW4qWr35idm0cy,231093,559,Up Down (Do This All Day)
spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,Culture,spotify:album:2AvupjUeMnSffKEV05x222,Migos,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,304041,559,Slippery (feat. Gucci Mane)
spotify:track:4gmmRb6bZJffOOiww1JGTO,Savage Mode,spotify:album:4I3EcXD4e3KcEoDJfFEZ5b,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,235040,559,No Heart
spotify:track:3bkcmsP2pcRAczoFtWqntt,Let's Get It,spotify:album:3owgtGhXPD6ligUVT17Sm3,Ca$h Out,spotify:artist:7Kp7SzuRuNiPFCy7JIwnLx,172466,559,She Twerkin
spotify:track:7EiZI6JVHllARrX9PUvAdX,EVOL,spotify:album:3jJKDKdlwRS584zUlHV2Ly,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,313546,559,Low Life
spotify:track:0Fv5N0cHBsl4bzCbollCAS,I Decided.,spotify:album:0XAIjjN5qxViVS0Y5fYkar,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,142906,559,Moves
spotify:track:6gBFPUFcJLzWGx4lenP6h2,Birds In The Trap Sing McKnight,spotify:album:42WVQWuf1teDysXiOupIZt,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,243836,559,goosebumps
spotify:track:5lnsCyEKWofnC00U4Ax0ti,Bitch Better Have My Money,spotify:album:0L6tzOdcRwb82xMBZ3WZyi,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,219305,559,Bitch Better Have My Money
spotify:track:5MGeW5mHnqeJiM0NPBbkEZ,Papi Gordo,spotify:album:6AFct76pAIPVHMuOHA80YE,Carnage,spotify:artist:7CCjtD0hCK005Bvg2WG1a7,189000,559,I Like Tuh
spotify:track:5GXAXm5YOmYT0kL5jHvYBt,Starboy,spotify:album:4AdZV63ycxFLF6Hcol0QnB,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,269186,559,I Feel It Coming
spotify:track:7kqcudBGM74MXVoYMaoWkC,X (Deluxe Version),spotify:album:4yOWnTrCkOOpl4IiVnpj3H,Chris Brown,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,264946,559,Loyal
spotify:track:3eaZlarqKQ4oAceRwJHfF5,SremmLife 2,spotify:album:5v6iBhIlflzR9rEd1LAMbd,Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,223733,559,By Chance
spotify:track:3sdDgcU2XvO8EwkUsIe7VW,Want Her,spotify:album:0127H28xAAqyuB9nPqsOCY,DJ Mustard,spotify:artist:0YinUQ50QDB7ZxSCLyQ40k,275560,559,Want Her
spotify:track:1LxKKYsJNPeBdOwdudsJzv,The Art of Hustle,spotify:album:0s9cSoniuN0HfXpwlCpGUF,Yo Gotti,spotify:artist:6Ha4aES39QiVjR0L2lwuwq,182733,559,Down In the DM
spotify:track:3a1lNhkSLSkpJE4MSHpDu9,Stoney,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,220293,559,Congratulations
spotify:track:22DKsoYFV5npPXmnPpXL7i,Watch Out,spotify:album:1DnLeDyEWJqfJSJVHQaaSo,2 Chainz,spotify:artist:17lzZA2AlOHwCwFALHttmp,207813,559,Watch Out
spotify:track:0SGkqnVQo9KPytSri1H6cF,I Decided.,spotify:album:0XAIjjN5qxViVS0Y5fYkar,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,222360,559,Bounce Back
spotify:track:6mapJIPnQ23RTAevUoE0DL,SremmLife 2,spotify:album:5v6iBhIlflzR9rEd1LAMbd,Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,208120,559,Swang
spotify:track:5UPNBWFU2TEf9kauIITfBs,Free TC,spotify:album:2DtLmzu6cCDYO9U53a6hRA,Ty Dolla $ign,spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,178506,559,Saved (feat. E-40)
spotify:track:20dP2DaMHIAmwWAbp7peSr,Birds In The Trap Sing McKnight,spotify:album:42WVQWuf1teDysXiOupIZt,Young Thug,spotify:artist:50co4Is1HCEo8bhOyUWKpn,252256,559,pick up the phone
spotify:track:5oyUurs28XRagLa8lgm6V3,Too Much Sauce,spotify:album:1pwl3JoaTkC10tQkodV4CN,DJ Esco,spotify:artist:2J0JN7EFN10G1Tty6hX0AN,223093,559,Too Much Sauce
spotify:track:0PXp9QxBfSKGGpWUNaws2X,Exis,spotify:album:2vnPwMLtMXZWGkKsoylsGt,Roy Woods,spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM,251859,559,Drama (feat. Drake)
spotify:track:5suEtW2DUAfvroohjzgatb,Free TC,spotify:album:2DtLmzu6cCDYO9U53a6hRA,Ty Dolla $ign,spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,285240,559,Blasé (feat. Future & Rae Sremmurd)
spotify:track:6o2g1BJvtYQssH84kBYs7y,400 Degreez,spotify:album:6wpqS71CJr3I0dLguYiZdJ,Juvenile,spotify:artist:0rG0AZBscc8S8q1ahIsasI,265600,559,Back That Azz Up
spotify:track:4qdgv45EPcQqpQ08tF34f8,"Thank You, Mr. Tokyo",spotify:album:2xN75IRtc4e9RyUmmr595C,MadeinTYO,spotify:artist:5SyGEPymt1G2uto47tVWvZ,179506,559,Skateboard P
spotify:track:5uDASfU19gDxSjW8cnCaBp,Chill Bill,spotify:album:5qBu7Ab6alstSCAzxTJMb1,Rob $tone,spotify:artist:2hWs22BmQkK4czFtDLnar2,177184,559,Chill Bill
spotify:track:5lQKRR3MdJLtAwNBiT8Cq0,One Of These Nights (Remastered),spotify:album:0F77QekrNe8vVAjU2sepja,Eagles,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,381998,559,Lyin' Eyes
spotify:track:3aJkV6DUTSCqOwVwaBDG9B,Views,spotify:album:40GMAhriYJRO1rsY4YdrZb,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,195053,559,With You
spotify:track:4AtZRwSR8BOTTQg5ihSggt,FREE 6LACK,spotify:album:7iwGw8ob3YLqZrbKzGFnHi,6LACK,spotify:artist:4IVAbR2w4JJNJDDRFP3E83,246773,559,PRBLMS
spotify:track:7jslhIiELQkgW9IHeYNOWE,What A Time To Be Alive,spotify:album:1ozpmkWcCHwsQ4QTnxOOdT,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,217706,559,Big Rings
spotify:track:55Q46o5adtSobImSKrrlqW,Luv Is Rage,spotify:album:5WrbKW1nRN4vSsu70uizxX,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,236000,559,Top
spotify:track:5de7ci7TFqbQ1PFgKAD7MR,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",spotify:album:4oiTkphB9JYcl3lRVYGxCv,PnB Rock,spotify:artist:21WS9wngs9AqFckK7yYJPM,249240,559,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)"
spotify:track:2h3i5tGUl6hMu572umjcGo,SHINE,spotify:album:3X1Ljgkvf2cLwi8mMjhvKy,Wale,spotify:artist:67nwj3Y5sZQLl72VNUHEYE,215360,559,Running Back (feat. Lil Wayne)
spotify:track:7Kq16WtEJzdRSNQgdXsn7Y,Mura Masa,spotify:album:2LmodhQa7ayWg8qNGxJDY2,Mura Masa,spotify:artist:5Q81rlcTFh3k6DQJXPdsot,192160,559,Love$ick (feat. A$AP Rocky)
spotify:track:4P6BuLsqtg5uISdE77ypI9,From Day 1,spotify:album:7co2UrRxl2TBgj3BCXIvnC,Travis Porter,spotify:artist:6z1cicLMt9XArxN10q7m8a,211293,559,Ayy Ladies
spotify:track:5Isz0twJeFdduOQEFQLezv,Journals,spotify:album:7Cz0XcQzoxUi7L7sfgXLml,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,248133,559,Confident
spotify:track:5TqBAOIBe0bQA0spNdcG3k,Major Key,spotify:album:5qHyKDjwycRj1fJyPLt2HQ,DJ Khaled,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,183695,559,For Free
spotify:track:40yJGQyEaBbIkXpwMFkXip,Lil Boat,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,Lil Yachty,spotify:artist:6icQOAFXDZKsumw3YXyusw,243269,559,One Night
spotify:track:4uhvMW7ly7tJil31YYscAN,The Perfect LUV Tape,spotify:album:6LX75kNicFqjjiAOeZgN67,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,199993,559,Erase Your Social
spotify:track:5qkWTBmDmZjogwIvbKtJQv,Based On A T.R.U. Story,spotify:album:1wBFRaacNYmqfkidUZ0NtM,2 Chainz,spotify:artist:17lzZA2AlOHwCwFALHttmp,306600,559,Birthday Song
spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,Stoney,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,256533,559,White Iverson
spotify:track:0bXFIF7iL17TYLyx8JHziM,Painting Pictures,spotify:album:5mG8oNkNKM2my7t9ywra96,Kodak Black,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,198109,559,Patty Cake
spotify:track:2NVt7fxr5GsqTkGwYXcNTE,"Flex (Ooh, Ooh, Ooh)",spotify:album:7GqQiRft9pHtZukB37mc6c,Rich Homie Quan,spotify:artist:5lHRUCqkQZCIWeX7xG4sYT,176674,559,"Flex (Ooh, Ooh, Ooh)"
spotify:track:70mIuBKGTPrWMwWq9D4F56,Free TC,spotify:album:5smHQ1uTrerU8DyRaqTyxh,Ty Dolla $ign,spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,187671,559,Wavy (feat. Joe Moses)
spotify:track:0Y0TOsE1q11qgbi7c5WZsG,Dreams Worth More Than Money,spotify:album:2O3OKOYCub892PUGprsaQo,Meek Mill,spotify:artist:20sxb77xiYeusSH8cVdatc,197133,559,R.I.C.O. (feat. Drake)
spotify:track:0m1KYWlT6LhFRBDVq9UNx4,Take Care,spotify:album:6X1x82kppWZmDzlXXK3y3q,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,206626,559,HYFR (Hell Ya Fucking Right)
spotify:track:4Km5HrUvYTaSUfiSGPJeQR,Culture,spotify:album:2AvupjUeMnSffKEV05x222,Migos,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,343150,559,Bad and Boujee (feat. Lil Uzi Vert)
spotify:track:0pSBuHjILhNEo55xK1zrRt,Rolex,spotify:album:1bHj528aZfYOKq0ve5AHMr,Ayo & Teo,spotify:artist:27mFvqQj8KpjmdKIqcw1mG,238586,559,Rolex
spotify:track:6JjEVlMkfHWMeYavkEYzNO,Gassed Up,spotify:album:6YCcGxz3l1shgr3F7XbNee,Nebu Kiniza,spotify:artist:5lCY3tqdQxbeg5igSlObaT,193911,559,Gassed Up
spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,Big Baby DRAM,spotify:album:0NrZHZ0y5kTO8EHliuUUca,DRAM,spotify:artist:5M0lbkGluOPXLeFjApw8r8,225205,559,Broccoli (feat. Lil Yachty)
spotify:track:6H0AwSQ20mo62jGlPGB8S6,Pretty Girls Like Trap Music,spotify:album:5vvvo79z68vWj9yimoygfS,2 Chainz,spotify:artist:17lzZA2AlOHwCwFALHttmp,210200,559,It's A Vibe
